,1em5,1.5em5,2em5,2.5em5,3em5,3.5em5,4em5,4.5em5,5em5
6893,35,119,336,659,1066,1787,2638,3765,5160
6894,46,144,309,622,1165,1766,2757,3860,5259
6895,32,127,313,636,1145,1777,2664,3734,5128
6896,55,162,331,691,1132,1859,2734,3748,5201
6897,47,162,298,701,1118,1853,2662,3809,5147
6898,34,148,358,655,1105,1764,2660,3733,5184
6899,47,128,334,611,1158,1729,2630,3685,5364
6900,52,182,317,619,1098,1729,2678,3780,5225
6901,53,126,310,679,1120,1832,2723,3768,5191
6902,39,148,362,671,1124,1802,2684,3939,5245
6903,42,137,346,636,1133,1795,2698,3735,5283
6904,36,145,352,675,1165,1845,2676,3780,5235
6905,47,139,354,635,1167,1832,2633,3745,5249
6906,47,149,307,702,1160,1809,2660,3850,5185
6907,35,142,316,649,1102,1691,2620,3808,5341
6908,44,140,321,657,1114,1742,2586,3839,5410
6909,46,138,356,637,1094,1805,2656,3816,5275
6910,43,147,343,611,1192,1847,2671,4002,5126
6911,48,148,373,618,1071,1775,2715,3790,5144
6912,40,149,360,660,1176,1862,2695,3862,5276
6913,48,144,317,686,1146,1816,2714,3823,5172
6914,42,142,344,645,1139,1871,2732,3819,5351
6915,34,140,317,666,1137,1806,2617,3824,5212
6916,44,136,316,629,1102,1754,2703,3842,5152
6917,42,163,344,647,1122,1841,2695,3798,5216
6918,61,155,319,698,1114,1806,2678,3940,5273
6919,37,149,362,660,1138,1780,2763,3804,5231
6920,31,132,349,671,1219,1814,2734,3854,5234
6921,36,126,325,627,1107,1845,2652,3734,5257
6922,43,143,335,653,1123,1798,2692,3830,5273
6923,39,135,325,674,1131,1761,2708,3815,5292
6924,39,146,340,689,1137,1743,2694,3774,5246
6925,43,149,323,668,1125,1849,2715,3825,5303
6926,37,151,339,656,1150,1754,2732,3849,5218
6927,45,123,319,644,1168,1831,2650,3881,5276
6928,51,124,327,660,1120,1778,2691,3993,5256
6929,43,133,318,689,1082,1795,2639,3745,5195
6930,45,124,320,666,1104,1718,2731,3860,5320
6931,53,144,339,664,1157,1808,2622,3737,5246
6932,35,117,343,653,1125,1808,2651,3930,5297
6933,39,135,333,680,1113,1891,2693,3778,5376
6934,54,143,318,644,1099,1813,2697,3761,5248
6935,38,150,381,647,1180,1802,2653,3861,5326
6936,31,131,348,668,1134,1794,2700,3835,5278
6937,40,153,349,671,1136,1779,2664,3902,5239
6938,41,138,350,687,1114,1732,2589,3749,5178
6939,46,147,314,652,1162,1790,2668,3799,5244
6940,38,158,327,635,1133,1808,2664,3767,5217
6941,35,153,324,700,1153,1809,2702,3903,5287
6942,42,135,329,652,1142,1806,2637,3886,5163
6943,37,129,357,688,1096,1780,2645,3856,5146
6944,45,136,337,716,1217,1794,2606,3791,5130
6945,62,127,327,639,1065,1808,2686,3816,5218
6946,44,153,348,618,1185,1892,2640,3815,5151
6947,42,120,336,684,1127,1869,2668,3687,5231
6948,44,143,340,659,1131,1862,2714,3756,5264
6949,43,154,304,639,1117,1839,2704,3783,5340
6950,49,152,333,677,1110,1764,2629,3850,5203
6951,43,163,345,640,1123,1820,2677,3853,5303
6952,41,153,339,673,1140,1794,2665,3840,5280
6953,40,141,344,618,1150,1774,2585,3749,5148
6954,42,134,316,657,1189,1808,2707,3754,5201
6955,39,144,342,655,1229,1733,2728,3885,5237
6956,48,129,311,646,1175,1803,2739,3769,5277
6957,35,133,331,682,1192,1876,2708,3712,5215
6958,42,153,319,648,1143,1767,2744,3925,5201
6959,52,128,330,658,1136,1804,2709,3841,5145
6960,55,139,354,630,1095,1765,2584,3671,5086
6961,41,145,310,664,1131,1709,2580,3903,5152
6962,45,135,369,655,1135,1769,2716,3979,5413
6963,39,144,331,672,1097,1831,2659,3860,5184
6964,43,119,336,630,1088,1787,2589,3768,5354
6965,26,135,359,638,1204,1796,2707,3911,5089
6966,41,132,305,616,1182,1862,2713,3826,5192
6967,44,132,335,616,1150,1785,2709,3862,5253
6968,40,123,335,685,1137,1816,2684,3784,5091
6969,35,134,361,643,1144,1807,2681,3868,5242
6970,49,148,319,673,1030,1759,2761,3765,5300
6971,45,147,359,627,1168,1761,2686,3864,5238
6972,32,138,320,638,1077,1726,2583,3837,5192
6973,52,137,317,680,1105,1719,2615,3856,5260
6974,34,153,354,669,1124,1836,2709,3801,5203
6975,44,136,333,640,1094,1831,2792,3738,5177
6976,47,160,308,682,1095,1777,2688,3820,5116
6977,50,140,332,691,1149,1826,2668,3800,5242
6978,35,138,339,664,1153,1727,2783,3937,5214
6979,56,131,369,662,1180,1792,2743,3737,5156
6980,45,143,332,701,1067,1773,2606,3845,5370
6981,41,127,291,640,1176,1740,2764,3787,5321
6982,38,150,310,610,1181,1833,2679,3801,5302
6983,40,141,320,640,1118,1866,2668,3821,5237
6984,58,130,352,644,1088,1812,2644,3835,5231
6985,43,160,340,644,1121,1740,2690,3847,5300
6986,45,131,350,665,1147,1807,2665,3766,5318
6987,32,140,324,662,1178,1783,2647,3810,5180
6988,41,142,348,653,1146,1852,2724,3982,5206
6989,47,142,346,613,1093,1856,2707,3870,5193
6990,34,121,349,681,1171,1800,2655,3736,5331
6991,56,159,328,700,1118,1839,2673,3941,5400
6992,47,147,334,671,1182,1803,2727,3832,5209
6993,37,133,334,656,1112,1722,2600,3894,5266
6994,42,129,342,679,1147,1828,2696,3875,5154
6995,43,144,367,637,1102,1780,2715,3773,5312
6996,41,129,327,674,1164,1752,2704,3779,5287
6997,48,140,345,678,1128,1760,2727,3809,5192
6998,36,128,333,654,1139,1795,2655,3763,5298
6999,45,145,341,656,1133,1800,2674,3822,5311
7000,47,123,338,648,1158,1728,2555,3825,5319
7001,38,135,342,691,1124,1810,2674,3669,5135
7002,45,168,358,627,1069,1763,2622,3850,5279
7003,60,137,328,624,1131,1718,2773,3915,5184
7004,42,122,317,709,1161,1713,2640,3748,5227
7005,40,149,365,655,1168,1832,2665,3823,5218
7006,46,124,325,690,1163,1811,2697,3728,5217
7007,36,147,328,655,1139,1780,2764,3952,5272
7008,48,146,342,633,1150,1819,2696,3819,5213
7009,47,147,344,654,1140,1842,2588,3828,5218
7010,45,150,368,651,1143,1746,2637,3769,5172
7011,38,153,303,648,1149,1876,2621,3732,5197
7012,38,114,363,641,1121,1862,2718,3850,5253
7013,48,161,348,667,1151,1821,2658,3827,5226
7014,39,116,310,671,1154,1789,2676,3819,5222
7015,32,142,321,647,1139,1807,2637,3885,5339
7016,42,153,335,651,1084,1786,2624,3839,5296
7017,46,125,326,643,1156,1795,2727,3889,5298
7018,47,128,342,711,1178,1787,2699,3708,5138
7019,42,153,314,605,1155,1846,2626,3780,5135
7020,35,143,344,671,1097,1890,2745,3761,5251
7021,43,138,322,653,1164,1766,2769,3805,5340
7022,38,157,353,698,1114,1803,2704,3796,5324
7023,40,166,367,657,1157,1722,2783,3845,5245
7024,40,131,341,615,1160,1830,2590,3772,5279
7025,36,145,310,656,1155,1820,2614,3872,5314
7026,45,146,325,673,1176,1760,2608,3815,5351
7027,27,148,317,631,1057,1774,2753,3835,5264
7028,36,130,320,606,1078,1791,2745,3824,5237
7029,47,151,353,646,1077,1757,2695,3839,5189
7030,52,150,310,644,1135,1789,2743,3778,5222
7031,29,142,317,686,1189,1810,2681,3754,5171
7032,45,120,323,662,1109,1846,2624,3805,5282
7033,45,152,313,654,1043,1850,2597,3807,5224
7034,43,135,329,658,1091,1762,2788,3888,5343
7035,43,151,333,655,1176,1815,2794,3889,5241
7036,44,142,363,655,1167,1782,2747,3820,5235
7037,43,144,338,642,1170,1826,2613,3768,5142
7038,31,147,336,676,1142,1832,2720,3931,5185
7039,55,115,296,685,1187,1773,2708,3733,5255
7040,31,152,358,658,1136,1812,2657,3891,5289
7041,35,140,345,613,1120,1794,2581,3823,5217
7042,42,162,304,639,1093,1774,2663,3899,5273
7043,34,148,343,622,1156,1789,2692,3824,5145
7044,38,137,335,644,1190,1850,2643,3786,5153
7045,44,134,348,646,1227,1762,2667,3752,5138
7046,38,151,328,636,1159,1813,2698,3790,5154
7047,39,144,362,671,1163,1829,2666,3787,5336
7048,52,151,309,640,1106,1856,2592,3851,5209
7049,36,164,323,671,1084,1816,2740,3743,5182
7050,42,137,337,665,1152,1825,2723,3801,5292
7051,44,135,340,670,1148,1787,2723,3694,5257
7052,46,138,345,713,1113,1804,2646,3881,5233
7053,43,161,315,648,1064,1828,2661,3723,5240
7054,31,146,309,657,1127,1810,2771,3805,5277
7055,45,135,345,677,1149,1759,2742,3910,5205
7056,40,145,300,691,1132,1866,2746,3872,5440
7057,29,151,317,665,1205,1789,2751,3820,5266
7058,35,152,341,670,1140,1843,2729,3799,5387
7059,48,122,313,601,1142,1792,2707,3870,5281
7060,34,159,364,635,1112,1864,2680,3749,5234
7061,56,141,303,603,1152,1737,2717,3797,5168
7062,33,161,324,667,1126,1804,2657,3771,5299
7063,52,153,342,627,1104,1784,2699,3785,5204
7064,41,144,319,642,1173,1808,2693,3851,5206
7065,42,157,337,658,1112,1791,2709,3790,5276
7066,50,129,341,652,1120,1859,2634,3789,5265
7067,44,159,319,659,1093,1764,2732,3918,5253
7068,45,137,333,629,1082,1760,2678,3855,5296
7069,47,136,337,629,1089,1752,2724,3794,5265
7070,57,142,367,627,1135,1846,2733,3820,5165
7071,47,134,321,658,1114,1826,2697,3892,5173
7072,48,122,348,686,1141,1806,2746,3712,5192
7073,40,132,369,656,1155,1817,2731,3797,5172
7074,44,144,332,631,1158,1824,2632,3829,5227
7075,44,151,345,711,1137,1804,2580,3796,5184
7076,43,144,344,630,1149,1814,2708,3828,5305
7077,48,130,343,670,1153,1807,2621,3851,5167
7078,49,147,337,663,1080,1743,2671,3918,5343
7079,44,147,334,628,1116,1785,2732,3725,5223
7080,43,131,333,641,1104,1774,2660,3813,5233
7081,36,147,326,614,1105,1773,2667,3815,5348
7082,38,139,340,657,1139,1778,2631,3783,5291
7083,31,152,332,664,1102,1826,2710,3869,5202
7084,47,149,351,616,1161,1839,2676,3830,5185
7085,44,135,321,652,1125,1803,2657,3829,5082
7086,45,147,348,649,1106,1703,2670,3738,5282
7087,35,124,330,668,1123,1834,2640,3774,5210
7088,39,138,350,671,1151,1712,2718,3880,5175
7089,40,121,344,651,1141,1709,2663,3760,5076
7090,53,128,328,628,1153,1790,2673,3751,5231
7091,51,131,347,614,1102,1805,2606,3723,5280
7092,48,120,319,625,1138,1790,2677,3781,5159
7093,40,153,326,628,1114,1773,2699,3742,5304
7094,39,134,340,677,1091,1749,2665,3729,5237
7095,44,135,311,653,1144,1807,2689,3918,5240
7096,49,136,354,679,1087,1816,2607,3815,5272
7097,52,132,336,637,1080,1691,2671,3878,5229
7098,48,146,370,630,1137,1735,2786,3799,5330
7099,33,163,324,634,1150,1809,2728,3913,5231
7100,32,150,335,668,1178,1793,2607,3685,5189
7101,39,135,338,655,1052,1764,2729,3759,5156
7102,54,165,328,679,1079,1780,2711,3807,5299
7103,56,119,330,685,1113,1829,2772,3796,5127
7104,51,134,308,660,1180,1785,2653,3787,5345
7105,43,137,315,658,1087,1810,2675,3839,5119
7106,48,143,324,675,1134,1780,2777,3742,5304
7107,51,154,298,662,1106,1786,2591,3764,5171
7108,43,160,362,645,1136,1754,2743,3718,5222
7109,48,135,354,691,1161,1778,2632,3871,5125
7110,36,136,341,674,1099,1771,2686,3856,5279
7111,47,136,347,698,1127,1806,2612,3882,5333
7112,40,132,323,665,1164,1874,2677,3786,5229
7113,51,146,326,640,1100,1787,2672,3786,5391
7114,29,147,314,695,1069,1817,2761,3743,5195
7115,50,147,311,657,1149,1802,2635,3760,5122
7116,45,141,370,639,1143,1806,2702,3780,5317
7117,39,163,343,649,1129,1823,2574,3842,5237
7118,48,149,335,660,1111,1836,2667,3908,5167
7119,50,142,348,688,1124,1734,2670,3950,5232
7120,50,139,344,681,1084,1706,2652,3780,5236
7121,45,136,363,650,1142,1800,2756,3885,5326
7122,35,146,354,657,1137,1749,2727,3787,5256
7123,47,131,320,609,1116,1715,2722,3810,5215
7124,42,127,328,692,1062,1824,2810,3784,5356
7125,34,135,354,689,1126,1777,2721,3881,5209
7126,50,150,360,667,1094,1766,2686,3774,5175
7127,47,140,323,604,1182,1747,2701,3917,5319
7128,41,130,314,677,1158,1762,2716,3867,5236
7129,44,138,344,674,1110,1841,2696,3801,5320
7130,39,162,334,646,1111,1767,2585,3850,5227
7131,36,131,308,627,1164,1714,2683,3906,5274
7132,44,147,349,649,1102,1742,2713,3872,5253
7133,45,135,337,704,1147,1667,2698,3857,5277
7134,30,148,294,657,1123,1767,2637,3866,5197
7135,43,151,312,664,1100,1720,2589,3813,5159
7136,46,153,320,642,1131,1815,2679,3771,5271
7137,37,146,330,654,1107,1796,2676,3843,5361
7138,36,148,318,658,1129,1774,2663,3804,5135
7139,41,146,341,629,1078,1764,2636,3797,5348
7140,41,140,352,674,1144,1866,2755,3746,5314
7141,47,158,317,662,1151,1807,2728,3740,5206
7142,37,152,336,666,1102,1722,2559,3774,5258
7143,52,134,325,709,1147,1813,2648,3839,5121
7144,41,129,356,656,1121,1680,2695,3720,5251
7145,30,130,329,642,1077,1823,2723,3761,5389
7146,31,116,320,644,1085,1765,2668,3783,5222
7147,43,127,332,627,1148,1803,2728,3903,5091
7148,29,133,344,619,1113,1764,2709,3802,5375
7149,42,126,357,633,1107,1773,2606,3880,5223
7150,37,141,323,659,1119,1711,2732,3829,5262
7151,39,164,363,647,1146,1827,2714,3766,5302
7152,43,142,340,626,1170,1836,2660,3896,5274
7153,35,143,350,648,1073,1799,2672,3788,5231
7154,43,133,319,671,1172,1828,2699,3830,5241
7155,47,150,338,632,1150,1826,2728,3884,5201
7156,48,132,324,642,1176,1795,2689,3802,5325
7157,33,158,349,664,1152,1813,2642,3855,5276
7158,52,131,346,641,1121,1791,2813,3776,5329
7159,41,152,330,658,1142,1769,2608,3816,5283
7160,46,141,363,636,1084,1758,2642,3801,5200
7161,48,149,351,670,1106,1824,2656,3775,5167
7162,32,138,337,690,1103,1738,2714,3818,5246
7163,44,129,360,647,1124,1770,2721,3998,5297
7164,50,137,316,632,1065,1760,2629,3764,5269
7165,42,131,326,673,1114,1842,2693,3930,5315
7166,47,152,299,670,1126,1817,2642,3879,5308
7167,39,130,316,633,1130,1703,2716,3826,5060
7168,41,166,336,689,1205,1732,2747,3877,5390
7169,55,145,363,657,1193,1861,2649,3907,5184
7170,26,158,329,601,1123,1825,2650,3774,5138
7171,36,135,347,690,1168,1813,2697,3766,5200
7172,23,136,334,672,1140,1801,2832,3814,5130
7173,45,144,325,669,1157,1824,2667,3657,5128
7174,42,131,316,678,1129,1741,2763,3687,5211
7175,49,150,353,640,1173,1829,2601,3840,5291
7176,39,142,290,641,1033,1769,2753,3878,5173
7177,41,147,333,639,1113,1763,2662,3782,5118
7178,50,123,308,610,1112,1734,2608,3831,5320
7179,43,150,314,658,1084,1852,2716,3800,5170
7180,36,171,377,626,1099,1774,2644,3771,5205
7181,41,136,342,661,1204,1788,2722,3886,5196
7182,34,158,326,659,1105,1841,2660,3867,5146
7183,45,152,310,635,1124,1761,2667,3854,5166
7184,48,122,314,667,1112,1841,2597,3758,5208
7185,45,139,314,636,1171,1842,2786,3795,5363
7186,46,143,303,674,1173,1719,2691,3756,5207
7187,42,144,319,639,1071,1771,2619,3673,5327
7188,39,126,360,653,1141,1801,2657,3758,5256
7189,40,151,362,576,1081,1834,2692,3804,5298
7190,39,135,307,672,1113,1772,2616,3800,5164
7191,52,126,304,597,1041,1890,2622,3770,5306
7192,42,133,355,651,1148,1893,2744,3809,5298
7193,37,152,346,626,1092,1743,2678,3763,5102
7194,41,137,327,660,1198,1769,2675,3789,5147
7195,37,157,349,674,1121,1769,2620,3780,5212
7196,42,147,325,656,1126,1778,2686,3865,5323
7197,41,130,344,677,1174,1761,2701,3808,5206
7198,48,154,338,667,1130,1766,2706,3720,5276
7199,39,153,330,629,1136,1811,2556,3802,5296
7200,34,129,330,713,1156,1825,2672,3776,5273
7201,40,127,327,672,1131,1808,2581,3788,5214
7202,44,133,334,631,1089,1744,2640,3804,5258
7203,34,135,322,649,1159,1776,2805,3887,5166
7204,53,140,353,696,1154,1748,2685,3606,5259
7205,49,148,327,649,1084,1811,2661,3947,5136
7206,36,135,329,615,1134,1708,2690,3814,5256
7207,33,152,351,632,1140,1739,2631,3746,5229
7208,37,135,300,645,1102,1811,2706,3903,5274
7209,44,130,357,654,1134,1855,2684,3720,5277
7210,42,136,347,683,1157,1823,2741,3858,5222
7211,45,132,355,656,1210,1847,2652,3703,5222
7212,34,153,342,651,1117,1796,2681,3822,5227
7213,40,136,348,680,1075,1767,2692,3782,5174
7214,43,107,330,647,1143,1853,2659,3903,5098
7215,37,156,325,680,1129,1768,2738,3808,5237
7216,47,147,364,691,1130,1757,2640,3807,5216
7217,49,139,329,654,1030,1800,2527,3903,5216
7218,44,140,353,637,1137,1770,2794,3762,5303
7219,43,147,346,635,1212,1763,2728,3782,5223
7220,34,136,377,658,1186,1780,2656,3836,5212
7221,48,135,321,680,1109,1755,2687,3839,5215
7222,40,152,341,651,1144,1762,2699,3864,5352
7223,28,131,323,668,1160,1663,2697,3744,5255
7224,45,149,312,697,1147,1839,2780,3911,5053
7225,40,152,333,662,1167,1771,2753,3842,5243
7226,54,155,352,666,1158,1815,2702,3759,5138
7227,37,123,369,670,1164,1753,2772,3825,5305
7228,31,136,325,656,1102,1837,2627,3843,5202
7229,47,140,331,640,1094,1773,2729,3778,5193
7230,36,146,333,692,1181,1787,2681,3721,5197
7231,48,123,312,613,1128,1772,2571,3890,5265
7232,34,132,351,656,1117,1749,2721,3895,5298
7233,40,133,355,657,1071,1731,2661,3762,5169
7234,40,117,324,657,1133,1766,2738,3888,5218
7235,49,137,324,647,1174,1824,2683,3819,5183
7236,41,135,349,653,1154,1808,2666,3780,5159
7237,49,149,351,674,1137,1809,2689,3782,5371
7238,41,138,339,684,1132,1766,2646,3820,5122
7239,56,127,345,649,1137,1762,2709,3844,5390
7240,44,141,343,665,1106,1851,2687,3914,5291
7241,42,156,333,630,1117,1800,2756,3798,5228
7242,42,119,313,666,1105,1758,2588,3825,5400
7243,40,135,340,735,1142,1790,2667,3834,5204
7244,52,128,344,672,1079,1771,2735,3818,5272
7245,42,135,337,674,1159,1761,2682,3708,5242
7246,45,136,329,636,1101,1797,2705,3824,5346
7247,39,151,330,676,1114,1826,2606,3903,5220
7248,38,133,331,630,1199,1840,2539,3802,5242
7249,34,135,305,628,1106,1761,2664,3844,5323
7250,54,128,328,643,1112,1801,2696,3813,5332
7251,38,116,357,631,1141,1818,2771,3743,5209
7252,34,133,310,644,1081,1802,2722,3742,5204
7253,39,129,328,666,1143,1788,2663,3730,5224
7254,34,138,348,672,1141,1876,2689,3762,5212
7255,35,127,305,667,1096,1841,2636,3759,5194
7256,44,128,349,646,1138,1769,2593,3840,5286
7257,45,124,345,682,1171,1787,2781,3756,5249
7258,39,133,347,631,1185,1767,2671,3795,5368
7259,44,156,332,671,1095,1813,2748,3750,5335
7260,39,148,360,675,1105,1785,2676,3693,5168
7261,35,148,339,658,1152,1765,2669,3697,5300
7262,39,130,322,676,1096,1840,2601,3877,5247
7263,53,132,354,674,1102,1772,2719,3889,5213
7264,49,135,333,596,1083,1833,2609,3772,5124
7265,43,130,335,648,1096,1761,2714,3933,5146
7266,45,128,323,645,1138,1863,2736,3862,5190
7267,41,123,319,628,1062,1833,2768,3798,5244
7268,40,131,341,638,1135,1777,2629,3757,5303
7269,46,142,330,632,1175,1806,2741,3792,5235
7270,48,126,368,664,1180,1810,2760,3756,5205
7271,44,148,336,628,1156,1853,2614,3788,5181
7272,33,116,329,636,1164,1839,2658,3833,5301
7273,34,139,335,652,1166,1790,2766,3780,5325
7274,37,134,338,658,1138,1761,2658,3798,5154
7275,48,118,300,673,1087,1767,2610,3736,5040
7276,44,134,314,641,1135,1755,2574,3812,5223
7277,35,154,355,615,1161,1772,2708,3894,5290
7278,36,137,316,665,1177,1784,2787,3696,5161
7279,41,129,318,621,1108,1756,2602,3773,5209
7280,47,134,337,636,1117,1806,2729,3775,5291
7281,35,130,336,629,1075,1821,2630,3886,5145
7282,47,144,353,654,1122,1757,2594,3905,5408
7283,44,135,340,642,1117,1869,2690,3852,5214
7284,36,173,317,657,1178,1794,2662,3865,5076
7285,47,145,329,707,1173,1863,2637,3804,5317
7286,39,130,331,663,1167,1769,2717,3912,5389
7287,44,142,322,647,1151,1793,2657,3794,5345
7288,44,155,336,698,1129,1770,2658,3791,5396
7289,40,123,301,646,1102,1790,2695,3828,5254
7290,43,144,346,634,1115,1770,2654,3815,5094
7291,55,158,340,646,1143,1748,2680,3854,5269
7292,44,140,312,653,1107,1789,2691,3850,5139
7293,28,137,311,621,1091,1799,2679,3812,5205
7294,51,153,322,653,1140,1789,2703,3851,5243
7295,48,147,347,639,1191,1822,2680,3751,5282
7296,44,137,311,681,1164,1807,2666,3786,5191
7297,42,121,301,661,1105,1776,2670,3820,5354
7298,51,148,335,692,1143,1751,2696,3884,5243
7299,31,136,334,670,1179,1830,2724,3951,5178
7300,34,143,347,631,1159,1824,2669,3873,5144
7301,48,112,315,671,1096,1763,2640,3744,5288
7302,40,142,301,623,1152,1844,2764,3857,5181
7303,35,139,318,660,1093,1802,2722,3823,5309
7304,39,138,335,661,1128,1773,2613,3870,5334
7305,36,128,297,641,1088,1716,2664,3763,5287
7306,36,138,338,691,1146,1801,2602,3724,5352
7307,35,152,345,673,1153,1853,2657,3989,5187
7308,41,114,330,659,1143,1789,2646,3799,5254
7309,43,140,309,707,1155,1881,2559,3778,5308
7310,38,143,368,750,1061,1789,2666,3889,5179
7311,47,133,348,619,1125,1783,2656,3832,5269
7312,43,132,331,684,1148,1815,2693,3753,5266
7313,47,153,312,633,1148,1809,2718,3820,5270
7314,36,145,362,658,1159,1782,2654,3758,5196
7315,33,146,321,611,1085,1901,2646,3768,5220
7316,47,120,307,576,1117,1712,2710,3692,5268
7317,43,147,357,662,1118,1797,2740,3838,5125
7318,43,132,333,698,1129,1762,2703,3782,5261
7319,32,140,361,627,1109,1745,2593,3844,5289
7320,46,157,339,677,1153,1824,2754,3946,5196
7321,58,126,351,600,1204,1779,2592,3776,5200
7322,52,125,337,677,1092,1888,2628,3811,5263
7323,47,132,303,646,1165,1788,2736,3856,5167
7324,49,132,315,636,1191,1777,2651,3898,5298
7325,38,154,310,636,1142,1809,2623,3790,5298
7326,37,144,363,660,1134,1854,2772,3822,5132
7327,41,131,368,698,1142,1770,2610,3928,5178
7328,41,139,368,721,1134,1802,2727,3924,5320
7329,36,119,354,636,1105,1748,2605,3965,5198
7330,42,158,348,642,1190,1812,2631,3845,5218
7331,40,145,345,606,1098,1776,2670,3833,5245
7332,39,135,346,613,1202,1868,2699,3714,5166
7333,42,138,357,652,1072,1797,2701,3866,5303
7334,37,150,346,600,1154,1796,2598,3898,5210
7335,50,150,350,664,1151,1757,2704,3820,5258
7336,54,140,313,639,1161,1753,2690,3766,5254
7337,47,126,333,622,1161,1780,2665,3713,5271
7338,60,150,323,655,1130,1903,2697,3845,5337
7339,38,125,328,687,1072,1767,2670,3914,5269
7340,46,161,329,668,1116,1849,2711,3794,5244
7341,37,136,330,610,1089,1723,2656,3773,5243
7342,47,164,328,670,1111,1823,2593,3819,5220
7343,43,127,310,620,1150,1819,2660,3814,5353
7344,31,146,329,691,1158,1827,2591,3750,5300
7345,51,152,311,612,1149,1804,2672,3871,5257
7346,33,149,322,649,1144,1827,2690,3779,5277
7347,51,128,331,675,1135,1866,2710,3838,5321
7348,36,153,341,646,1141,1813,2558,3722,5303
7349,44,159,333,683,1106,1821,2712,3829,5268
7350,45,133,403,664,1121,1794,2739,3826,5252
7351,43,136,335,687,1074,1816,2722,3826,5221
7352,47,149,350,597,1177,1839,2649,3735,5250
7353,46,123,325,637,1025,1823,2686,3722,5155
7354,40,132,328,650,1125,1789,2658,3936,5276
7355,37,146,372,665,1184,1794,2614,3824,5423
7356,46,122,366,673,1109,1713,2749,3835,5308
7357,31,141,370,700,1144,1778,2598,3827,5162
7358,38,155,319,689,1166,1766,2732,3706,5162
7359,45,149,356,645,1192,1788,2680,3860,5339
7360,47,155,324,658,1151,1745,2637,3815,5285
7361,40,141,306,671,1122,1720,2649,3909,5117
7362,39,133,326,657,1106,1789,2784,3753,5239
7363,40,126,281,608,1091,1763,2790,3807,5335
7364,32,152,329,628,1178,1786,2663,3794,5257
7365,31,143,345,604,1115,1775,2584,3887,5240
7366,37,136,363,671,1177,1780,2642,3856,5146
7367,35,123,368,655,1188,1820,2665,3813,5171
7368,39,132,298,673,1101,1884,2713,3890,5265
7369,43,133,339,615,1159,1821,2659,3837,5304
7370,40,135,334,644,1143,1803,2705,3767,5235
7371,32,128,317,652,1153,1776,2675,3815,5321
7372,49,132,325,655,1158,1715,2680,3936,5130
7373,40,122,316,658,1133,1818,2694,3738,5325
7374,49,184,337,691,1080,1782,2631,3702,5375
7375,47,136,339,630,1058,1824,2747,3683,5273
7376,41,139,314,660,1104,1815,2717,3867,5110
7377,43,141,344,662,1155,1715,2836,3846,5198
7378,59,122,330,689,1118,1780,2695,3911,5298
7379,52,154,340,695,1195,1739,2669,3802,5282
7380,45,137,359,672,1117,1774,2736,3774,5256
7381,39,127,296,633,1145,1821,2641,3826,5187
7382,37,138,323,636,1130,1713,2677,3830,5315
7383,49,128,344,669,1141,1796,2702,3842,5244
7384,46,123,314,635,1180,1771,2640,3836,5180
7385,41,133,328,635,1182,1804,2675,3792,5383
7386,26,132,300,606,1175,1795,2682,3703,5146
7387,43,142,321,679,1156,1807,2773,3772,5158
7388,37,141,315,634,1091,1838,2631,3777,5252
7389,54,122,335,646,1136,1801,2676,3945,5244
7390,35,136,317,664,1127,1784,2615,3745,5251
7391,38,130,336,655,1124,1863,2727,3674,5212
7392,31,136,348,609,1123,1840,2695,3868,5183
7393,41,127,344,630,1121,1868,2751,3749,5200
7394,38,142,329,664,1120,1851,2640,3761,5210
7395,35,130,308,643,1107,1697,2701,3854,5184
7396,36,148,342,669,1064,1811,2717,3908,5221
7397,36,164,328,617,1167,1829,2642,3810,5267
7398,43,151,320,639,1189,1796,2626,3797,5265
7399,37,148,353,626,1100,1741,2750,3848,5207
7400,42,142,334,674,1154,1724,2654,3874,5199
7401,38,129,326,659,1158,1756,2726,3788,5248
7402,45,127,317,659,1134,1733,2631,3808,5200
7403,36,148,361,644,1086,1843,2601,3785,5311
7404,39,134,329,683,1137,1790,2743,3878,5228
7405,35,127,329,646,1171,1840,2675,3728,5199
7406,42,130,359,662,1146,1837,2659,3767,5162
7407,43,149,343,632,1155,1717,2778,3848,5342
7408,45,147,331,639,1149,1836,2649,3770,5255
7409,31,170,350,641,1125,1779,2688,3827,5296
7410,33,138,326,707,1150,1775,2648,3840,5136
7411,44,129,348,652,1192,1887,2770,3698,5239
7412,38,111,351,656,1131,1834,2667,3861,5105
7413,47,155,327,670,1122,1791,2610,3816,5228
7414,39,138,344,681,1143,1806,2663,3732,5213
7415,47,124,320,692,1190,1875,2596,3853,5240
7416,43,157,337,672,1143,1773,2750,3860,5178
7417,39,143,330,685,1199,1771,2750,3828,5343
7418,35,128,349,667,1098,1709,2628,3945,5265
7419,38,166,328,662,1199,1830,2609,3860,5193
7420,38,136,324,672,1110,1699,2642,3890,5252
7421,41,156,331,688,1145,1769,2702,3797,5118
7422,37,148,373,622,1214,1787,2739,3924,5162
7423,44,138,318,631,1116,1744,2656,3724,5141
7424,32,171,322,664,1194,1774,2568,3912,5209
7425,36,136,341,671,1061,1811,2591,3801,5250
7426,44,148,337,604,1087,1744,2714,3881,5291
7427,39,134,315,627,1159,1761,2589,3788,5096
7428,47,113,310,660,1183,1810,2750,3748,5097
