,1em5,1.5em5,2em5,2.5em5,3em5,3.5em5,4em5,4.5em5,5em5
2030,33,124,347,625,1144,1771,2580,3717,5275
2031,49,148,345,608,1128,1757,2600,3782,5310
2032,33,136,300,703,1127,1799,2687,3823,5220
2033,44,133,334,669,1135,1726,2666,3739,5256
2034,23,122,345,611,1111,1811,2700,3716,5368
2035,48,135,351,670,1138,1868,2670,3781,5258
2036,42,138,339,624,1158,1839,2660,3878,5239
2037,34,115,333,670,1056,1878,2557,3790,5284
2038,47,147,324,682,1111,1794,2635,3744,5219
2039,45,140,314,623,1092,1791,2666,3971,5135
2040,44,126,371,705,1152,1815,2691,3791,5008
2041,44,147,372,686,1103,1772,2633,3764,5199
2042,34,138,336,646,1145,1860,2658,3759,5175
2043,49,135,307,671,1103,1736,2723,3867,5220
2044,35,125,358,671,1144,1829,2697,3810,5239
2045,48,138,341,665,1156,1703,2688,3848,5236
2046,35,140,357,642,1069,1873,2610,3896,5331
2047,40,136,347,652,1184,1805,2723,3767,5176
2048,47,154,369,625,1121,1773,2717,3890,5137
2049,42,138,330,661,1169,1847,2657,3801,5291
2050,46,142,342,681,1121,1835,2607,3818,5163
2051,44,159,326,659,1121,1809,2677,3863,5242
2052,51,128,328,651,1119,1808,2724,3827,5214
2053,44,150,347,648,1161,1752,2737,3856,5127
2054,58,126,326,645,1128,1824,2634,3687,5274
2055,53,142,347,657,1140,1747,2679,3948,5346
2056,49,129,337,655,1187,1676,2762,3812,5338
2057,39,124,346,652,1095,1804,2750,3895,5343
2058,34,141,333,667,1068,1794,2622,3762,5252
2059,42,113,333,654,1094,1838,2659,3827,5282
2060,43,130,364,661,1130,1757,2634,3760,5159
2061,40,143,319,632,1110,1821,2679,3804,5186
2062,36,155,342,640,1182,1778,2699,3768,5250
2063,37,132,333,673,1114,1890,2672,3870,5151
2064,49,128,340,672,1148,1802,2726,3725,5265
2065,52,139,336,639,1131,1771,2642,3907,5193
2066,44,146,339,688,1149,1804,2696,3856,5222
2067,47,132,328,663,1127,1787,2692,3841,5164
2068,41,121,361,612,1103,1790,2639,3731,5282
2069,45,161,341,646,1212,1732,2592,3734,5139
2070,40,143,351,680,1139,1836,2670,3805,5216
2071,37,141,337,694,1130,1847,2670,3751,5375
2072,45,137,325,645,1200,1795,2673,3808,5265
2073,43,171,300,647,1139,1867,2647,3855,5240
2074,55,144,351,642,1167,1851,2608,3825,5244
2075,35,135,320,641,1195,1837,2706,3811,5149
2076,52,150,336,665,1075,1800,2699,3787,5311
2077,40,147,310,645,1099,1764,2701,3771,5151
2078,35,140,326,666,1117,1782,2680,3820,5250
2079,50,144,389,673,1121,1767,2603,3772,5279
2080,33,136,335,672,1125,1760,2737,3789,5109
2081,40,144,354,698,1130,1885,2740,3832,5217
2082,41,138,329,696,1121,1823,2732,3870,5217
2083,52,131,326,691,1123,1829,2616,3674,5270
2084,55,114,326,678,1078,1793,2578,3798,5309
2085,39,155,332,642,1090,1829,2608,3850,5158
2086,48,150,321,615,1064,1826,2732,3756,5160
2087,52,151,358,651,1127,1818,2705,3968,5138
2088,46,140,355,653,1110,1854,2681,3865,5248
2089,42,154,339,673,1105,1856,2653,3824,5194
2090,43,136,334,601,1123,1785,2636,3923,5300
2091,46,153,348,622,1098,1739,2673,3723,5199
2092,38,132,318,685,1133,1824,2751,3793,5161
2093,42,137,350,648,1177,1754,2695,3761,5271
2094,35,142,326,664,1044,1845,2763,3783,5205
2095,43,153,331,609,1184,1819,2663,3874,5118
2096,48,156,333,671,1158,1800,2743,3795,5283
2097,35,142,334,662,1128,1834,2711,3887,5249
2098,46,171,327,708,1144,1790,2659,3748,5296
2099,42,130,365,641,1134,1839,2721,3857,5168
2100,41,146,322,644,1132,1750,2728,3742,5178
2101,45,128,347,652,1072,1791,2694,3806,5345
2102,40,133,327,662,1155,1783,2678,3738,5210
2103,46,133,320,636,1145,1802,2738,3727,5330
2104,41,144,331,635,1113,1809,2649,3786,5230
2105,35,121,325,645,1148,1856,2711,3908,5091
2106,43,140,352,596,1174,1873,2758,3737,5275
2107,34,141,311,666,1103,1776,2621,3819,5202
2108,43,140,321,686,1094,1817,2705,3778,5307
2109,40,155,361,708,1115,1726,2753,3809,5190
2110,45,118,375,627,1151,1820,2720,3842,5177
2111,41,136,319,702,1156,1747,2627,3913,5280
2112,51,141,314,656,1130,1775,2788,3795,5206
2113,39,135,334,675,1164,1801,2734,3877,5214
2114,43,154,334,589,1157,1817,2761,3803,5215
2115,49,129,303,612,1101,1773,2690,3835,5044
2116,44,129,380,636,1127,1815,2690,3766,5186
2117,43,162,325,685,1157,1843,2646,3862,5131
2118,40,123,316,651,1106,1793,2690,3806,5213
2119,54,156,334,704,1136,1839,2682,3842,5213
2120,48,144,332,665,1126,1828,2589,3842,5288
2121,37,131,342,624,1096,1782,2691,3928,5277
2122,54,148,317,655,1082,1778,2706,3780,5182
2123,47,159,312,655,1116,1775,2540,3825,5150
2124,42,144,326,708,1214,1799,2708,3720,5310
2125,48,140,352,610,1163,1810,2748,3959,5403
2126,42,142,379,648,1123,1792,2630,3838,5191
2127,36,144,314,674,1142,1852,2688,3763,5192
2128,37,163,356,636,1140,1845,2653,3819,5166
2129,52,131,309,641,1111,1742,2650,3964,5270
2130,44,159,312,638,1151,1836,2623,3808,5297
2131,36,143,328,647,1071,1708,2677,3960,5315
2132,32,153,338,673,1114,1783,2673,3839,5248
2133,37,142,322,653,1168,1778,2597,3843,5198
2134,38,134,318,653,1117,1761,2672,3830,5248
2135,37,142,317,681,1113,1760,2709,3862,5242
2136,42,139,331,651,1150,1761,2738,3811,5143
2137,38,122,356,625,1115,1835,2608,3729,5409
2138,47,146,329,666,1143,1789,2650,3750,5182
2139,41,150,354,646,1132,1858,2635,3769,5250
2140,43,138,335,667,1154,1849,2680,3857,5208
2141,40,151,314,623,1117,1796,2704,3831,5375
2142,36,147,336,642,1100,1711,2751,3761,5285
2143,45,145,322,650,1200,1764,2717,3772,5233
2144,48,139,323,616,1202,1848,2682,3865,5198
2145,48,150,326,622,1124,1778,2640,3893,5260
2146,39,132,321,647,1121,1720,2698,3804,5377
2147,44,145,350,665,1133,1833,2774,3833,5305
2148,49,127,358,651,1118,1794,2640,3827,5253
2149,32,130,342,671,1114,1808,2735,3769,5264
2150,57,141,327,654,1140,1787,2717,3935,5238
2151,51,133,348,686,1087,1777,2681,3878,5223
2152,58,149,344,707,1180,1721,2701,3797,5219
2153,46,162,328,676,1057,1843,2709,3813,5181
2154,48,130,352,685,1084,1786,2680,3794,5246
2155,27,126,351,614,1177,1779,2691,3782,5134
2156,36,136,341,669,1133,1774,2613,3746,5289
2157,32,141,350,663,1149,1773,2711,3778,5257
2158,40,140,324,613,1156,1885,2670,3722,5254
2159,41,156,313,669,1132,1746,2769,3691,5142
2160,50,131,328,642,1129,1747,2659,3822,5171
2161,39,146,334,685,1152,1807,2785,3850,5273
2162,36,145,330,618,1130,1822,2649,3822,5307
2163,44,136,341,688,1122,1862,2696,3850,5313
2164,38,161,324,635,1145,1820,2619,3849,5175
2165,42,153,351,660,1131,1750,2711,3681,5183
2166,48,136,330,690,1126,1758,2632,3844,5218
2167,36,140,319,664,1113,1770,2600,3713,5303
2168,31,144,333,667,1087,1882,2600,3851,5151
2169,31,127,319,656,1066,1879,2768,3829,5220
2170,41,160,326,661,1165,1841,2695,3671,5284
2171,44,153,330,678,1098,1776,2583,3849,5178
2172,35,131,305,671,1133,1799,2769,3798,5235
2173,38,145,353,631,1125,1801,2701,3757,5267
2174,29,150,357,616,1139,1797,2729,3839,5131
2175,25,146,319,671,1144,1810,2675,3915,5081
2176,44,133,366,638,1112,1813,2772,3900,5194
2177,38,161,330,609,1106,1774,2743,3861,5274
2178,37,129,337,650,1143,1782,2760,3750,5266
2179,52,142,316,629,1149,1824,2794,3865,5297
2180,42,161,357,641,1116,1786,2658,3725,5309
2181,49,136,310,655,1116,1770,2761,3820,5309
2182,36,115,361,645,1102,1874,2665,3883,5358
2183,44,127,365,649,1153,1807,2719,3753,5156
2184,39,149,355,648,1156,1780,2784,3833,5244
2185,37,142,339,600,1105,1825,2708,3932,5185
2186,40,134,323,685,1173,1781,2616,3832,5181
2187,44,143,339,659,1178,1803,2731,3847,5329
2188,49,152,344,659,1097,1796,2656,3841,5164
2189,43,143,339,626,1122,1839,2638,3793,5393
2190,43,142,331,643,1157,1834,2746,3788,5182
2191,38,154,309,629,1141,1760,2698,3797,5277
2192,37,139,331,674,1152,1841,2716,3712,5248
2193,32,137,346,594,1115,1826,2656,3780,5283
2194,37,170,331,677,1186,1818,2608,3988,5208
2195,31,135,310,651,1150,1756,2653,3764,5257
2196,49,138,338,674,1136,1819,2747,3847,5200
2197,44,145,314,650,1103,1788,2756,3765,5223
2198,42,133,322,666,1132,1791,2647,3733,5204
2199,40,138,344,654,1163,1767,2791,3857,5244
2200,38,128,357,668,1131,1762,2766,3826,5260
2201,32,150,336,650,1159,1794,2685,3755,5245
2202,51,129,350,625,1137,1765,2672,3830,5308
2203,36,131,336,649,1119,1892,2694,3880,5184
2204,42,148,332,665,1155,1831,2743,3775,5210
2205,43,137,351,612,1119,1769,2694,3814,5308
2206,45,139,332,602,1126,1791,2752,3722,5282
2207,47,133,355,646,1063,1820,2627,3740,5133
2208,35,136,320,656,1177,1783,2774,3771,5214
2209,37,140,345,671,1084,1809,2671,3864,5338
2210,37,139,341,632,1117,1769,2694,3816,5233
2211,41,154,332,665,1104,1785,2820,3769,5314
2212,40,137,334,657,1152,1829,2639,3837,5134
2213,34,143,362,636,1151,1780,2685,3720,5172
2214,47,144,308,666,1191,1762,2716,3816,5163
2215,43,128,332,626,1145,1862,2769,3877,5303
2216,33,143,315,643,1137,1821,2702,3875,5293
2217,45,149,337,635,1140,1822,2720,3834,5268
2218,55,139,331,686,1133,1827,2689,3935,5307
2219,43,127,320,667,1081,1838,2672,3784,5280
2220,46,161,318,641,1169,1889,2682,3904,5216
2221,46,139,348,657,1121,1804,2757,3897,5180
2222,33,146,327,683,1172,1807,2701,3720,5184
2223,38,117,352,658,1129,1756,2692,3804,5136
2224,50,134,370,624,1054,1758,2733,3922,5177
2225,35,139,364,668,1158,1756,2658,3798,5307
2226,43,120,325,720,1154,1825,2700,3883,5184
2227,33,150,334,629,1062,1776,2756,3938,5149
2228,49,137,304,642,1130,1796,2702,3861,5291
2229,44,133,345,678,1132,1843,2700,3869,5181
2230,39,127,312,639,1085,1785,2631,3732,5282
2231,45,129,365,631,1138,1841,2674,3750,5200
2232,41,131,310,687,1164,1835,2641,3854,5118
2233,51,128,338,624,1099,1765,2602,3899,5091
2234,35,129,323,661,1150,1765,2660,3977,5231
2235,28,143,313,676,1129,1795,2703,3815,5085
2236,42,135,307,660,1109,1751,2656,3726,5260
2237,43,160,336,665,1118,1796,2602,3782,5196
2238,34,132,337,635,1174,1820,2672,3850,5177
2239,56,149,322,628,1153,1788,2740,3741,5249
2240,46,142,331,634,1163,1837,2757,3930,5218
2241,48,140,349,653,1195,1903,2749,3786,5237
2242,38,134,362,660,1145,1843,2711,3924,5312
2243,33,136,319,641,1146,1824,2694,3836,5168
2244,46,138,335,620,1154,1842,2691,3808,5177
2245,43,121,355,635,1107,1758,2714,3762,5271
2246,42,138,364,616,1120,1778,2564,3907,5180
2247,47,138,326,704,1162,1826,2571,3987,5294
2248,47,116,358,645,1066,1726,2598,3785,5222
2249,36,128,329,624,1141,1809,2626,3815,5239
2250,37,128,316,659,1174,1765,2673,3899,5328
2251,37,146,344,657,1070,1822,2654,3746,5215
2252,40,150,339,708,1147,1838,2645,3777,5297
2253,42,154,327,630,1118,1764,2678,3850,5100
2254,43,138,360,648,1119,1862,2642,3706,5172
2255,53,121,320,643,1132,1815,2744,3796,5208
2256,33,136,347,666,1127,1784,2645,3842,5253
2257,47,154,362,686,1139,1776,2775,3774,5197
2258,45,159,340,649,1082,1824,2657,3904,5146
2259,33,133,322,681,1160,1819,2664,3766,5314
2260,44,147,346,620,1068,1823,2713,3819,5226
2261,45,150,310,689,1093,1830,2717,3862,5298
2262,31,139,350,609,1125,1780,2792,3872,5209
2263,47,144,331,637,1160,1848,2649,3862,5265
2264,42,152,364,617,1210,1820,2612,3766,5271
2265,37,162,365,684,1166,1807,2730,3804,5187
2266,33,163,340,655,1081,1769,2643,3789,5145
2267,45,122,343,699,1096,1817,2595,3858,5450
2268,49,138,341,644,1091,1807,2685,3765,5325
2269,38,134,344,651,1148,1743,2679,3875,5254
2270,33,142,312,668,1112,1741,2698,3855,5210
2271,41,128,343,649,1071,1790,2740,3721,5257
2272,43,161,335,643,1106,1807,2736,3882,5171
2273,47,137,314,615,1089,1797,2662,3698,5207
2274,51,107,299,623,1147,1822,2624,3959,5164
2275,52,124,329,637,1139,1833,2680,3835,5178
2276,48,164,327,641,1120,1852,2640,3787,5323
2277,37,141,341,674,1124,1744,2669,3834,5289
2278,38,135,343,591,1108,1831,2756,3754,5235
2279,37,150,341,711,1106,1802,2660,3876,5436
2280,42,153,342,667,1136,1746,2767,3821,5232
2281,39,143,311,648,1176,1735,2714,3804,5345
2282,40,146,343,691,1099,1711,2607,3838,5188
2283,46,132,310,686,1119,1785,2763,3886,5257
2284,43,128,331,662,1135,1759,2731,3809,5288
2285,45,140,325,688,1116,1829,2690,3905,5305
2286,39,140,306,634,1122,1798,2663,3755,5337
2287,38,144,309,637,1108,1766,2647,3777,5154
2288,40,133,364,693,1138,1833,2656,3822,5227
2289,42,135,326,645,1119,1800,2684,3834,5298
2290,39,136,309,681,1109,1809,2759,3883,5196
2291,45,153,345,641,1127,1858,2682,3773,5235
2292,40,168,326,665,1080,1788,2691,3798,5305
2293,51,154,348,669,1187,1804,2633,3839,5260
2294,42,153,328,667,1089,1788,2707,3745,5382
2295,39,139,354,672,1079,1715,2745,3916,5136
2296,38,137,345,628,1135,1786,2648,3833,5181
2297,35,129,338,656,1176,1759,2617,3822,5243
2298,40,123,337,651,1157,1829,2757,3845,5056
2299,40,116,347,614,1139,1796,2672,3782,5130
2300,33,146,365,629,1159,1815,2747,3902,5200
2301,31,125,353,674,1072,1773,2698,3843,5229
2302,49,124,320,650,1115,1764,2674,3727,5258
2303,50,122,325,655,1088,1724,2624,3820,5171
2304,41,138,320,675,1120,1732,2678,3802,5116
2305,53,125,359,634,1208,1718,2630,3737,5320
2306,39,146,338,636,1179,1771,2731,3840,5247
2307,34,152,344,624,1113,1831,2668,3817,5304
2308,31,133,335,684,1109,1735,2808,3909,5394
2309,39,121,315,612,1117,1786,2688,3884,5217
2310,44,148,364,662,1115,1741,2687,3635,5196
2311,46,134,351,700,1206,1765,2738,3844,5245
2312,43,133,342,631,1163,1850,2719,3836,5222
2313,40,147,300,657,1163,1818,2615,3745,5239
2314,43,141,308,663,1137,1840,2673,3805,5283
2315,45,154,352,649,1149,1792,2684,3796,5176
2316,31,137,375,610,1097,1816,2729,3812,5172
2317,46,125,318,597,1067,1816,2690,3935,5149
2318,45,134,348,652,1154,1823,2646,3886,5165
2319,47,162,350,683,1116,1762,2669,3802,5201
2320,41,143,317,605,1122,1797,2716,3712,5287
2321,35,147,350,649,1198,1804,2731,3813,5304
2322,35,151,338,628,1109,1766,2696,3911,5251
2323,45,130,313,639,1171,1770,2603,3913,5244
2324,39,141,326,643,1138,1812,2693,3810,5223
2325,42,154,317,638,1177,1832,2673,3852,5294
2326,37,130,350,713,1136,1748,2685,3712,5232
2327,37,139,344,629,1125,1833,2718,3620,5259
2328,29,134,317,664,1150,1838,2710,3858,5077
2329,41,135,359,723,1130,1810,2636,3894,5150
2330,48,139,323,650,1146,1819,2666,3773,5286
2331,31,146,307,693,1092,1780,2653,3789,5258
2332,32,153,352,671,1215,1740,2649,3891,5249
2333,37,157,349,607,1081,1822,2675,3830,5225
2334,43,138,337,657,1114,1784,2671,3729,5257
2335,36,156,343,640,1158,1768,2756,3780,5278
2336,42,147,373,607,1137,1770,2618,3818,5305
2337,31,149,347,632,1123,1852,2672,3723,5198
2338,43,137,354,674,1119,1815,2689,3882,5292
2339,44,157,349,644,1179,1862,2643,3859,5172
2340,51,146,335,633,1209,1780,2697,3888,5181
2341,42,159,350,628,1114,1741,2714,3774,5193
2342,52,142,299,612,1151,1826,2725,3801,5264
2343,32,142,349,632,1123,1786,2727,3747,5277
2344,38,135,316,646,1145,1891,2693,3674,5227
2345,30,142,329,633,1224,1779,2652,3823,5246
2346,32,127,345,656,1150,1754,2714,3768,5171
2347,49,133,319,666,1164,1788,2710,3794,5308
2348,38,116,361,704,1149,1833,2704,3793,5207
2349,47,158,369,620,1153,1743,2591,3827,5248
2350,37,115,352,649,1152,1774,2697,3731,5296
2351,45,157,327,611,1120,1753,2638,3800,5142
2352,34,132,364,685,1141,1809,2692,3870,5188
2353,50,135,329,644,1111,1805,2752,3818,5221
2354,51,147,319,638,1136,1715,2613,3807,5251
2355,48,159,356,631,1143,1761,2675,3889,5097
2356,50,130,351,626,1152,1875,2676,3784,5262
2357,41,144,349,637,1138,1819,2717,3868,5240
2358,40,142,329,640,1162,1793,2705,3865,5223
2359,46,146,356,634,1074,1770,2721,3848,5259
2360,47,130,314,624,1152,1801,2746,3819,5342
2361,43,161,319,604,1147,1754,2662,3923,5282
2362,26,123,334,665,1147,1880,2638,3834,5319
2363,35,120,363,648,1163,1785,2790,3764,5221
2364,37,137,357,677,1120,1755,2678,3824,5157
2365,38,137,314,651,1136,1814,2546,3912,5253
2366,39,139,345,631,1149,1855,2732,3788,5190
2367,48,161,326,629,1107,1823,2716,3719,5376
2368,44,148,356,682,1103,1840,2726,3825,5236
2369,41,136,333,648,1140,1764,2639,3758,5100
2370,31,140,347,674,1108,1805,2665,3782,5369
2371,37,140,309,631,1125,1764,2718,3689,5168
2372,38,145,360,642,1157,1846,2714,3758,5283
2373,58,149,326,610,1144,1742,2705,3789,5338
2374,43,146,311,607,1136,1724,2679,3979,5227
2375,50,110,325,613,1118,1817,2680,3744,5308
2376,42,128,357,632,1089,1791,2658,3956,5190
2377,48,161,351,639,1208,1759,2719,3834,5046
2378,40,132,336,641,1106,1839,2670,3736,5153
2379,50,150,342,639,1142,1807,2701,3717,5237
2380,40,135,341,636,1215,1836,2733,3843,5173
2381,33,131,312,692,1100,1786,2607,3894,5231
2382,54,133,375,657,1169,1783,2710,3832,5303
2383,39,173,356,675,1115,1751,2658,3810,5186
2384,34,131,343,667,1090,1847,2686,3828,5257
2385,49,129,313,655,1203,1759,2717,3812,5298
2386,49,146,315,627,1126,1800,2645,3857,5214
2387,44,124,332,591,1082,1753,2656,3837,5145
2388,38,139,371,660,1158,1795,2597,3770,5317
2389,44,132,337,652,1090,1789,2644,3829,5269
2390,42,139,345,606,1112,1771,2603,3872,5148
2391,49,139,321,660,1149,1740,2667,3853,5172
2392,49,116,344,621,1137,1748,2665,3883,5153
2393,45,129,380,632,1171,1781,2697,3795,5204
2394,42,158,371,621,1103,1787,2721,3821,5301
2395,42,135,314,685,1116,1823,2647,3883,5385
2396,43,135,347,656,1075,1843,2774,3866,5301
2397,44,159,334,676,1168,1788,2700,3863,5261
2398,46,143,351,685,1099,1828,2737,3733,5275
2399,47,141,330,717,1138,1805,2694,3788,5169
2400,36,147,309,626,1130,1855,2732,3803,5199
2401,45,159,323,653,1221,1762,2724,3719,5344
2402,35,141,299,644,1128,1807,2708,3756,5187
2403,41,133,328,620,1118,1797,2680,3781,5150
2404,34,131,337,687,1229,1790,2681,3806,5227
2405,39,147,348,642,1143,1925,2659,3853,5221
2406,42,147,288,642,1099,1829,2643,3950,5009
2407,49,149,339,647,1142,1793,2725,3822,5271
2408,45,152,334,657,1132,1823,2691,3785,5242
2409,39,129,325,677,1195,1718,2714,3860,5263
2410,36,176,345,657,1112,1792,2674,3838,5371
2411,44,129,359,644,1133,1765,2569,3848,5301
2412,45,131,334,650,1067,1766,2685,3798,5240
2413,41,147,306,635,1142,1748,2701,3867,5237
2414,39,134,301,674,1137,1811,2702,3811,5163
2415,35,144,347,651,1121,1798,2577,3832,5198
2416,40,145,342,667,1165,1758,2659,3789,5245
2417,46,134,349,665,1113,1770,2679,3718,5347
2418,45,138,339,625,1141,1819,2712,3799,5258
2419,35,128,351,661,1142,1866,2739,3774,5135
2420,42,133,351,669,1081,1821,2701,3808,5161
2421,42,146,348,723,1147,1823,2736,3732,5175
2422,44,143,308,664,1147,1727,2669,3859,5165
2423,38,151,346,639,1096,1760,2725,3845,5252
2424,41,139,315,657,1156,1770,2726,3730,5063
2425,38,140,311,681,1118,1860,2733,3692,5247
2426,37,139,369,650,1168,1750,2665,3845,5222
2427,39,137,306,648,1117,1795,2773,3815,5183
2428,39,141,331,625,1084,1739,2608,3796,5127
2429,54,137,343,643,1135,1802,2671,3788,5200
2430,37,147,330,621,1084,1846,2727,3806,5262
2431,50,127,326,676,1135,1784,2649,3854,5214
2432,43,158,374,659,1094,1804,2672,3794,5214
2433,54,144,355,660,1170,1783,2664,3790,5220
2434,45,151,306,668,1117,1763,2660,3785,5225
2435,43,142,317,674,1144,1842,2686,3797,5241
2436,31,147,326,644,1075,1735,2771,3798,5093
2437,35,154,357,658,1078,1875,2723,3903,5153
2438,45,151,327,645,1202,1849,2646,3896,5258
2439,37,139,343,662,1165,1741,2637,3755,5107
2440,51,140,330,654,1129,1815,2681,3804,5299
2441,52,164,307,601,1089,1774,2708,3733,5097
2442,48,141,364,656,1142,1739,2668,3851,5204
2443,45,150,357,666,1155,1872,2666,3961,5309
2444,42,141,328,654,1132,1788,2762,3713,5194
2445,48,158,340,642,1132,1827,2784,3788,5205
2446,44,149,329,662,1167,1784,2670,3853,5173
2447,31,155,326,635,1113,1730,2695,3810,5274
2448,36,158,319,693,1096,1817,2709,3862,5192
2449,38,122,311,655,1127,1760,2710,3837,5253
2450,43,143,330,613,1154,1758,2696,3881,5162
2451,51,120,333,628,1206,1792,2630,3895,5372
2452,41,126,330,621,1158,1824,2670,3850,5271
2453,38,156,316,645,1128,1748,2550,3839,5249
2454,51,138,316,618,1121,1762,2640,3790,5139
2455,43,133,320,652,1094,1838,2602,3853,5181
2456,32,137,325,683,1168,1822,2717,3810,5329
2457,33,143,324,672,1141,1775,2632,3722,5320
2458,55,139,320,707,1134,1798,2643,3845,5235
2459,53,153,327,641,1100,1757,2678,3768,5187
2460,50,158,324,682,1188,1765,2706,3803,5276
2461,42,145,311,677,1152,1833,2656,3832,5277
2462,42,133,342,618,1142,1880,2764,3774,5179
2463,42,137,343,650,1170,1811,2742,3803,5265
2464,44,140,309,660,1102,1792,2696,3791,5260
2465,27,147,337,651,1135,1807,2678,3892,5276
2466,58,134,318,727,1097,1808,2613,3857,5358
2467,41,156,359,654,1120,1848,2748,3763,5232
2468,37,153,367,653,1127,1762,2686,3829,5342
2469,51,133,355,606,1137,1825,2617,3803,5319
2470,39,131,348,620,1165,1846,2739,3840,5240
2471,36,137,343,674,1085,1807,2679,3872,5069
2472,40,145,327,660,1127,1865,2593,3810,5320
2473,52,152,340,617,1079,1764,2679,3836,5232
2474,35,122,315,666,1059,1739,2694,3709,5195
2475,43,130,327,622,1158,1865,2759,3767,5205
2476,39,134,338,580,1077,1736,2727,3876,5209
2477,53,156,325,658,1084,1827,2697,3824,5176
2478,41,131,342,657,1131,1831,2642,3949,5203
2479,42,160,318,646,1124,1740,2576,3736,5281
2480,46,129,350,632,1121,1752,2629,3837,5141
2481,46,130,317,630,1136,1813,2744,3821,5232
2482,40,139,350,622,1159,1790,2712,3770,5388
2483,40,128,354,677,1145,1868,2620,3832,5276
2484,32,149,319,626,1115,1869,2640,3763,5269
2485,38,130,316,683,1160,1864,2715,3888,5299
2486,42,149,378,647,1145,1792,2811,3794,5207
2487,38,142,364,630,1139,1749,2695,3823,5299
2488,42,141,307,662,1134,1786,2633,3802,5199
2489,40,128,330,663,1138,1825,2686,3742,5286
2490,52,145,350,643,1180,1791,2814,3715,5224
2491,31,143,327,698,1173,1783,2735,3858,5326
2492,33,126,351,646,1136,1800,2772,3867,5405
2493,42,167,355,640,1131,1806,2730,3762,5274
